date,metric_type,Provider Name,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
2/17/2025,median,AzFiberNet,55809,54756,55.81,54.76,3,221,61,109
2/17/2025,median,SparkTel,42096,43564,42.1,43.56,4,130,38,71
2/17/2025,median,BeeOnline,77807,55956,77.81,55.96,3,122,28,53
2/17/2025,median,iZONE,64323,62415,64.32,62.42,3,139,41,78
2/17/2025,median,Selnet,66531,64996,66.53,65,5,842,182,353
2/17/2025,median,ArazNET,11646,14259,11.65,14.26,111,102,24,53
2/17/2025,median,Bulud Telecom,58056,58904,58.06,58.9,4,139,40,70
2/17/2025,median,Metronet,54111,55386,54.11,55.39,4,275,107,166
2/10/2025,mean,All Providers Combined,122727,109483,122.73,109.48,9,15899,4286,7929
2/10/2025,mean,Citynet,155497,149817,155.5,149.82,7,2549,726,1284
2/10/2025,mean,EngiNet,60880,57456,60.88,57.46,10,597,170,315
2/10/2025,mean,Aztelekom,171921,152256,171.92,152.26,11,2584,649,1287
2/10/2025,mean,Azeronline,152146,117173,152.15,117.17,21,1259,315,659
2/10/2025,mean,Baktelekom,151338,135144,151.34,135.14,8,2854,775,1492
2/10/2025,mean,Delta Telecom,62995,51786,63,51.79,12,667,247,387
2/10/2025,mean,alfanet,53953,48166,53.95,48.17,5,123,35,69
2/10/2025,mean,Teleport,37028,35517,37.03,35.52,11,153,40,66
2/10/2025,mean,Azeurotel,101989,91991,101.99,91.99,8,146,46,74
2/10/2025,mean,KATV 1,65780,66542,65.78,66.54,5,1635,455,919
2/10/2025,mean,Caspian Telecom,72441,69169,72.44,69.17,6,503,141,250
2/10/2025,mean,GSP,52429,49812,52.43,49.81,6,339,98,154
2/10/2025,mean,AzFiberNet,97735,108180,97.74,108.18,8,276,76,123
2/10/2025,mean,BeeOnline,87312,60583,87.31,60.58,8,117,30,52
2/10/2025,mean,iZONE,58032,62097,58.03,62.1,6,211,50,92
2/10/2025,mean,Selnet,128918,82710,128.92,82.71,8,693,171,292
2/10/2025,mean,ArazNET,27728,20677,27.73,20.68,97,105,16,59
2/10/2025,mean,Bulud Telecom,56915,60262,56.92,60.26,5,116,39,72
2/10/2025,mean,Metronet,121954,82113,121.95,82.11,9,315,88,164
2/11/2025,mean,All Providers Combined,124964,110729,124.96,110.73,9,16728,4466,8394
2/11/2025,mean,Citynet,149782,141043,149.78,141.04,6,2866,802,1511
2/11/2025,mean,EngiNet,59325,57277,59.33,57.28,11,592,162,329
2/11/2025,mean,Aztelekom,157998,142891,158,142.89,11,2638,660,1332
2/11/2025,mean,Azeronline,167148,124253,167.15,124.25,14,1290,365,690
2/11/2025,mean,Baktelekom,166129,152254,166.13,152.25,9,3150,869,1635
2/11/2025,mean,Delta Telecom,64077,49010,64.08,49.01,11,729,227,370
2/11/2025,mean,alfanet,48900,42912,48.9,42.91,8,135,36,69
2/11/2025,mean,Teleport,36759,38634,36.76,38.63,13,165,50,73
2/11/2025,mean,Azeurotel,81937,70029,81.94,70.03,6,132,46,78
2/11/2025,mean,KATV 1,65270,66821,65.27,66.82,5,1828,523,981
2/11/2025,mean,Caspian Telecom,67839,68229,67.84,68.23,7,426,125,235
2/11/2025,mean,GSP,91062,52941,91.06,52.94,11,198,57,116
2/11/2025,mean,AzFiberNet,93616,82482,93.62,82.48,9,207,58,103
2/11/2025,mean,SparkTel,101850,106513,101.85,106.51,7,116,40,68
2/11/2025,mean,BeeOnline,47593,50894,47.59,50.89,3,110,18,50
2/11/2025,mean,iZONE,129399,89417,129.4,89.42,4,185,34,82
2/11/2025,mean,Selnet,112582,68097,112.58,68.1,5,772,173,361
2/11/2025,mean,Bulud Telecom,64557,63064,64.56,63.06,14,155,39,71
2/11/2025,mean,Metronet,136264,83115,136.26,83.12,5,287,75,135
2/12/2025,mean,All Providers Combined,123563,112664,123.56,112.66,9,17707,4703,8778
2/12/2025,mean,Citynet,154802,145647,154.8,145.65,7,3007,821,1511
2/12/2025,mean,EngiNet,62843,61302,62.84,61.3,10,589,183,360
2/12/2025,mean,Aztelekom,158719,142940,158.72,142.94,11,2852,678,1408
2/12/2025,mean,Azeronline,164650,122981,164.65,122.98,13,1478,379,750
2/12/2025,mean,Baktelekom,157183,148596,157.18,148.6,7,3290,898,1705
2/12/2025,mean,Delta Telecom,81625,63746,81.63,63.75,9,718,227,375
2/12/2025,mean,Smart Online,116178,104984,116.18,104.98,4,126,32,63
2/12/2025,mean,alfanet,50291,48840,50.29,48.84,4,138,43,85
2/12/2025,mean,Teleport,25516,30819,25.52,30.82,10,252,54,85
2/12/2025,mean,KATV 1,63896,66090,63.9,66.09,5,1654,483,935
2/12/2025,mean,Caspian Telecom,59459,63994,59.46,63.99,8,515,148,259
2/12/2025,mean,GSP,56084,53178,56.08,53.18,8,304,74,129
2/12/2025,mean,AzFiberNet,122436,128865,122.44,128.87,11,245,71,121
2/12/2025,mean,BeeOnline,59274,44576,59.27,44.58,5,127,37,73
2/12/2025,mean,iZONE,98903,72461,98.9,72.46,5,145,45,86
2/12/2025,mean,Selnet,99524,80346,99.52,80.35,8,820,184,350
2/12/2025,mean,ArazNET,14819,16887,14.82,16.89,82,148,33,72
2/12/2025,mean,Bulud Telecom,84326,91607,84.33,91.61,7,212,66,101
2/12/2025,mean,Metronet,133014,108762,133.01,108.76,5,255,83,145
2/13/2025,mean,All Providers Combined,126921,116137,126.92,116.14,8,16977,4511,8510
2/13/2025,mean,Citynet,158584,150304,158.58,150.3,6,2765,760,1420
2/13/2025,mean,EngiNet,62165,66317,62.17,66.32,11,634,173,341
2/13/2025,mean,Aztelekom,158647,142234,158.65,142.23,10,2653,694,1345
2/13/2025,mean,Azeronline,170591,107673,170.59,107.67,14,1336,361,734
2/13/2025,mean,Baktelekom,168065,166051,168.07,166.05,7,3054,855,1596
2/13/2025,mean,Delta Telecom,110612,88814,110.61,88.81,10,695,233,393
2/13/2025,mean,alfanet,49347,51187,49.35,51.19,5,147,42,73
2/13/2025,mean,Teleport,31457,32531,31.46,32.53,11,202,48,68
2/13/2025,mean,KATV 1,67386,67570,67.39,67.57,4,1956,524,1061
2/13/2025,mean,Caspian Telecom,69004,66928,69,66.93,7,651,159,313
2/13/2025,mean,GSP,46147,48866,46.15,48.87,7,273,71,140
2/13/2025,mean,AzFiberNet,85954,86682,85.95,86.68,6,260,68,129
2/13/2025,mean,iZONE,57574,51338,57.57,51.34,5,123,44,79
2/13/2025,mean,Selnet,103462,95087,103.46,95.09,7,759,184,369
2/13/2025,mean,ArazNET,12120,12637,12.12,12.64,90,107,27,56
2/13/2025,mean,Bulud Telecom,75350,74460,75.35,74.46,7,169,42,82
2/13/2025,mean,Metronet,117000,108359,117,108.36,4,272,74,128
2/14/2025,mean,All Providers Combined,126344,113839,126.34,113.84,9,15099,4301,8093
2/14/2025,mean,Citynet,157554,144909,157.55,144.91,7,2558,749,1352
2/14/2025,mean,EngiNet,63724,65377,63.72,65.38,9,545,146,291
2/14/2025,mean,Aztelekom,174840,153852,174.84,153.85,9,2396,646,1294
2/14/2025,mean,Azeronline,169276,116293,169.28,116.29,12,1241,359,703
2/14/2025,mean,Baktelekom,158350,149399,158.35,149.4,11,2839,836,1587
2/14/2025,mean,Delta Telecom,59001,55053,59,55.05,12,531,193,333
2/14/2025,mean,Smart Online,38975,30084,38.98,30.08,6,104,25,56
2/14/2025,mean,alfanet,45101,45324,45.1,45.32,10,182,41,76
2/14/2025,mean,Teleport,33767,34018,33.77,34.02,13,166,40,68
2/14/2025,mean,KATV 1,66299,66435,66.3,66.44,4,1714,495,970
2/14/2025,mean,Caspian Telecom,64490,65656,64.49,65.66,11,523,155,267
2/14/2025,mean,GSP,42629,49883,42.63,49.88,10,220,74,128
2/14/2025,mean,AzFiberNet,113092,93706,113.09,93.71,5,160,49,95
2/14/2025,mean,iZONE,72056,63822,72.06,63.82,6,115,38,66
2/14/2025,mean,Selnet,112937,105145,112.94,105.15,5,727,174,343
2/14/2025,mean,Bulud Telecom,55921,58709,55.92,58.71,7,131,45,78
2/14/2025,mean,Metronet,104044,93637,104.04,93.64,8,268,90,155
2/15/2025,mean,All Providers Combined,123309,108832,123.31,108.83,10,16324,4503,8632
2/15/2025,mean,Citynet,151614,131544,151.61,131.54,7,2960,844,1573
2/15/2025,mean,EngiNet,64904,68713,64.9,68.71,16,651,181,363
2/15/2025,mean,Aztelekom,161935,145121,161.94,145.12,10,2525,683,1333
2/15/2025,mean,Azeronline,162746,105611,162.75,105.61,15,1191,354,699
2/15/2025,mean,Baktelekom,169573,151535,169.57,151.54,9,2865,823,1567
2/15/2025,mean,Delta Telecom,49404,47116,49.4,47.12,13,579,174,319
2/15/2025,mean,alfanet,48479,50489,48.48,50.49,11,128,36,79
2/15/2025,mean,Teleport,24248,23596,24.25,23.6,22,222,38,70
2/15/2025,mean,KATV 1,66117,68136,66.12,68.14,7,1918,570,1141
2/15/2025,mean,Caspian Telecom,60729,65588,60.73,65.59,6,676,180,337
2/15/2025,mean,GSP,46865,56099,46.87,56.1,7,211,51,117
2/15/2025,mean,AzFiberNet,80640,92304,80.64,92.3,4,195,53,102
2/15/2025,mean,BeeOnline,55226,52846,55.23,52.85,5,165,33,67
2/15/2025,mean,iZONE,96793,57202,96.79,57.2,4,149,52,89
2/15/2025,mean,Selnet,110217,104892,110.22,104.89,6,624,158,317
2/15/2025,mean,Bulud Telecom,55298,52670,55.3,52.67,6,144,47,83
2/15/2025,mean,Metronet,101001,95642,101,95.64,5,277,74,146
2/16/2025,mean,All Providers Combined,129982,114286,129.98,114.29,9,14875,4097,7912
2/16/2025,mean,Citynet,157884,135368,157.88,135.37,8,2800,789,1460
2/16/2025,mean,EngiNet,53176,53776,53.18,53.78,10,644,195,371
2/16/2025,mean,Aztelekom,175339,153342,175.34,153.34,10,2176,597,1214
2/16/2025,mean,Azeronline,161780,108301,161.78,108.3,12,1115,343,643
2/16/2025,mean,Baktelekom,169127,155885,169.13,155.89,11,2808,832,1544
2/16/2025,mean,Delta Telecom,48199,45482,48.2,45.48,10,365,104,221
2/16/2025,mean,alfanet,38316,38633,38.32,38.63,9,103,24,60
2/16/2025,mean,Teleport,24495,27731,24.5,27.73,11,111,29,59
2/16/2025,mean,KATV 1,67771,67491,67.77,67.49,4,1895,516,1062
2/16/2025,mean,Caspian Telecom,67802,68335,67.8,68.34,5,493,132,254
2/16/2025,mean,GSP,46504,54500,46.5,54.5,12,113,40,81
2/16/2025,mean,AzFiberNet,114242,99010,114.24,99.01,6,114,36,71
2/16/2025,mean,BeeOnline,53956,45618,53.96,45.62,4,126,26,57
2/16/2025,mean,iZONE,98428,67368,98.43,67.37,6,109,32,68
2/16/2025,mean,Selnet,93959,95137,93.96,95.14,7,718,145,325
2/16/2025,mean,ArazNET,13945,13891,13.95,13.89,93,146,40,83
2/16/2025,mean,Bulud Telecom,70091,62400,70.09,62.4,7,140,33,68
2/16/2025,mean,Metronet,141591,122166,141.59,122.17,4,285,85,152
2/17/2025,mean,All Providers Combined,121398,110748,121.4,110.75,9,15354,4372,8054
2/17/2025,mean,Citynet,138691,121539,138.69,121.54,7,2471,753,1367
2/17/2025,mean,EngiNet,57704,62390,57.7,62.39,14,612,172,345
2/17/2025,mean,Aztelekom,153476,145925,153.48,145.93,9,2407,646,1263
2/17/2025,mean,Azeronline,167667,105140,167.67,105.14,10,1088,316,625
2/17/2025,mean,Baktelekom,171919,157990,171.92,157.99,8,2986,853,1595
2/17/2025,mean,Delta Telecom,76967,84497,76.97,84.5,9,681,251,415
2/17/2025,mean,alfanet,46904,49708,46.9,49.71,9,141,37,69
2/17/2025,mean,Teleport,35136,34598,35.14,34.6,11,133,37,59
2/17/2025,mean,KATV 1,65652,67692,65.65,67.69,4,1565,468,921
2/17/2025,mean,Caspian Telecom,58757,59506,58.76,59.51,13,483,132,229
2/17/2025,mean,GSP,47831,49280,47.83,49.28,6,231,71,115
2/17/2025,mean,AzFiberNet,89289,90780,89.29,90.78,8,221,61,109
2/17/2025,mean,SparkTel,89346,93792,89.35,93.79,26,130,38,71
2/17/2025,mean,BeeOnline,78507,61169,78.51,61.17,3,122,28,53
2/17/2025,mean,iZONE,86365,68613,86.37,68.61,3,139,41,78
2/17/2025,mean,Selnet,112744,109085,112.74,109.09,12,842,182,353
2/17/2025,mean,ArazNET,13476,16022,13.48,16.02,99,102,24,53
2/17/2025,mean,Bulud Telecom,65007,74724,65.01,74.72,7,139,40,70
2/17/2025,mean,Metronet,89937,88350,89.94,88.35,10,275,107,166
2/18/2025,median,All Providers Combined,75413,73266,75.41,73.27,5,16835,4772,8744
2/18/2025,median,Citynet,92700,92608,92.7,92.61,4,3413,935,1852
2/18/2025,median,EngiNet,54960,57758,54.96,57.76,5,719,239,401
2/18/2025,median,Aztelekom,88115,87215,88.12,87.22,7,2448,629,1267
2/18/2025,median,Azeronline,127432,81927,127.43,81.93,8,1222,351,680
2/18/2025,median,Baktelekom,85560,86604,85.56,86.6,5,2989,893,1596
2/18/2025,median,Delta Telecom,38115,36619,38.12,36.62,4,925,312,452
2/18/2025,median,Smart Online,33063,26153,33.06,26.15,4,165,28,70
2/18/2025,median,alfanet,48392,50523,48.39,50.52,6,107,37,69
2/18/2025,median,Teleport,33221,37134,33.22,37.13,7,142,41,66
2/18/2025,median,KATV 1,76575,84430,76.58,84.43,3,1757,513,971
2/18/2025,median,Caspian Telecom,83979,86919,83.98,86.92,3,481,141,255
2/18/2025,median,GSP,35182,38557,35.18,38.56,4,184,65,115
2/18/2025,median,AzFiberNet,44436,48076,44.44,48.08,3,204,65,105
2/18/2025,median,iZONE,74377,75348,74.38,75.35,3,134,55,89
2/18/2025,median,Selnet,69953,64075,69.95,64.08,5,715,184,338
2/18/2025,median,ArazNET,13407,14984,13.41,14.98,111,116,24,59
2/18/2025,median,Bulud Telecom,51765,52212,51.77,52.21,4,153,40,74
2/18/2025,median,Metronet,53984,50029,53.98,50.03,4,318,93,151
2/18/2025,mean,All Providers Combined,128557,113387,128.56,113.39,10,16835,4772,8744
2/18/2025,mean,Citynet,158148,140994,158.15,140.99,8,3413,935,1852
2/18/2025,mean,EngiNet,59715,63863,59.72,63.86,9,719,239,401
2/18/2025,mean,Aztelekom,163398,149333,163.4,149.33,9,2448,629,1267
2/18/2025,mean,Azeronline,165570,99638,165.57,99.64,11,1222,351,680
2/18/2025,mean,Baktelekom,180605,156439,180.61,156.44,9,2989,893,1596
2/18/2025,mean,Delta Telecom,65536,64766,65.54,64.77,15,925,312,452
2/18/2025,mean,Smart Online,40845,31972,40.85,31.97,8,165,28,70
2/18/2025,mean,alfanet,48768,54025,48.77,54.03,18,107,37,69
2/18/2025,mean,Teleport,44358,43452,44.36,43.45,13,142,41,66
2/18/2025,mean,KATV 1,66646,68098,66.65,68.1,6,1757,513,971
2/18/2025,mean,Caspian Telecom,67737,67833,67.74,67.83,7,481,141,255
2/18/2025,mean,GSP,45552,48186,45.55,48.19,5,184,65,115
2/18/2025,mean,AzFiberNet,108777,111509,108.78,111.51,4,204,65,105
2/18/2025,mean,iZONE,109329,79425,109.33,79.43,6,134,55,89
2/18/2025,mean,Selnet,104650,94056,104.65,94.06,7,715,184,338
2/18/2025,mean,ArazNET,20208,17518,20.21,17.52,104,116,24,59
2/18/2025,mean,Bulud Telecom,83069,76576,83.07,76.58,6,153,40,74
2/18/2025,mean,Metronet,135862,116386,135.86,116.39,7,318,93,151
2/19/2025,median,All Providers Combined,76918,76213,76.92,76.21,5,18230,4867,9089
2/19/2025,median,Citynet,93222,93903,93.22,93.9,4,4137,1187,2164
2/19/2025,median,EngiNet,53483,58028,53.48,58.03,6,796,243,437
2/19/2025,median,Aztelekom,82549,76516,82.55,76.52,8,2888,660,1358
2/19/2025,median,Azeronline,114620,78582,114.62,78.58,8,1161,359,673
2/19/2025,median,Baktelekom,90554,83667,90.55,83.67,4,2928,822,1570
2/19/2025,median,Delta Telecom,46954,41605,46.95,41.61,4,777,248,384
2/19/2025,median,alfanet,50629,49981,50.63,49.98,3,188,43,76
2/19/2025,median,Teleport,30995,32788,31,32.79,10,161,50,75
2/19/2025,median,KATV 1,73952,77373,73.95,77.37,3,1947,493,972
2/19/2025,median,Caspian Telecom,77036,80503,77.04,80.5,3,589,173,321
2/19/2025,median,GSP,48569,47078,48.57,47.08,4,238,56,112
2/19/2025,median,AzFiberNet,78434,76725,78.43,76.73,3,263,67,116
2/19/2025,median,iZONE,68166,69079,68.17,69.08,2,160,64,98
2/19/2025,median,FlexNET,22000,26382,22,26.38,28,132,33,60
2/19/2025,median,Selnet,73901,67938,73.9,67.94,5,691,144,309
2/19/2025,median,Bulud Telecom,50352,42254,50.35,42.25,5,164,44,79
2/19/2025,median,Metronet,58865,61991,58.87,61.99,4,294,79,139
2/19/2025,mean,All Providers Combined,130170,117697,130.17,117.7,9,18230,4867,9089
2/19/2025,mean,Citynet,156357,151309,156.36,151.31,6,4137,1187,2164
2/19/2025,mean,EngiNet,58725,64060,58.73,64.06,12,796,243,437
2/19/2025,mean,Aztelekom,155652,141063,155.65,141.06,11,2888,660,1358
2/19/2025,mean,Azeronline,175157,112811,175.16,112.81,11,1161,359,673
2/19/2025,mean,Baktelekom,178796,152696,178.8,152.7,9,2928,822,1570
2/19/2025,mean,Delta Telecom,74777,67656,74.78,67.66,12,777,248,384
2/19/2025,mean,alfanet,49798,51179,49.8,51.18,9,188,43,76
2/19/2025,mean,Teleport,35063,34290,35.06,34.29,11,161,50,75
2/19/2025,mean,KATV 1,67774,65385,67.77,65.39,5,1947,493,972
2/19/2025,mean,Caspian Telecom,65660,66173,65.66,66.17,6,589,173,321
2/19/2025,mean,GSP,62167,63437,62.17,63.44,9,238,56,112
2/19/2025,mean,AzFiberNet,138877,149355,138.88,149.36,4,263,67,116
2/19/2025,mean,iZONE,86789,71922,86.79,71.92,3,160,64,98
2/19/2025,mean,FlexNET,35672,49942,35.67,49.94,33,132,33,60
2/19/2025,mean,Selnet,118985,109216,118.99,109.22,7,691,144,309
2/19/2025,mean,Bulud Telecom,64349,59018,64.35,59.02,13,164,44,79
2/19/2025,mean,Metronet,146278,137574,146.28,137.57,7,294,79,139
2/20/2025,median,All Providers Combined,76526,76475,76.53,76.48,5,17628,5074,9367
2/20/2025,median,Citynet,93292,94019,93.29,94.02,4,3862,1154,2168
2/20/2025,median,EngiNet,51454,59561,51.45,59.56,5,713,247,438
2/20/2025,median,Aztelekom,84643,84018,84.64,84.02,8,2559,715,1427
2/20/2025,median,Azeronline,105759,94862,105.76,94.86,8,1063,341,654
2/20/2025,median,Baktelekom,86590,84745,86.59,84.75,4,2817,862,1582
2/20/2025,median,Delta Telecom,37703,37750,37.7,37.75,5,775,261,433
2/20/2025,median,Smart Online,33447,21691,33.45,21.69,4,198,28,66
2/20/2025,median,alfanet,41694,43013,41.69,43.01,4,163,32,63
2/20/2025,median,Teleport,39241,40426,39.24,40.43,6,145,35,64
2/20/2025,median,KATV 1,77894,81250,77.89,81.25,3,1952,521,996
2/20/2025,median,Caspian Telecom,74547,77708,74.55,77.71,3,487,147,252
2/20/2025,median,GSP,36400,36140,36.4,36.14,5,252,80,128
2/20/2025,median,AzFiberNet,56699,60673,56.7,60.67,4,190,57,103
2/20/2025,median,SparkTel,60433,69027,60.43,69.03,4,119,40,75
2/20/2025,median,BeeOnline,48363,50043,48.36,50.04,4,159,34,54
2/20/2025,median,iZONE,42475,39689,42.48,39.69,3,177,51,87
2/20/2025,median,FlexNET,37499,30197,37.5,30.2,9,119,33,59
2/20/2025,median,Selnet,51299,53046,51.3,53.05,5,777,165,337
2/20/2025,median,ArazNET,14187,14867,14.19,14.87,3,128,32,72
2/20/2025,median,Bulud Telecom,41628,35254,41.63,35.25,4,160,54,85
2/20/2025,median,Metronet,57494,59061,57.49,59.06,4,264,90,143
2/21/2025,median,All Providers Combined,73943,76001,73.94,76,5,17775,5097,9372
2/21/2025,median,Citynet,92045,93794,92.05,93.79,4,3997,1142,2128
2/21/2025,median,EngiNet,59278,57061,59.28,57.06,6,719,232,418
2/21/2025,median,Aztelekom,81026,83925,81.03,83.93,8,2543,711,1384
2/21/2025,median,Azeronline,76411,76157,76.41,76.16,9,1153,331,590
2/21/2025,median,Baktelekom,85888,85865,85.89,85.87,5,2959,954,1730
2/21/2025,median,Delta Telecom,39344,39112,39.34,39.11,4,758,235,386
2/21/2025,median,Smart Online,31712,28038,31.71,28.04,5,157,31,66
2/21/2025,median,alfanet,40707,25897,40.71,25.9,43,271,58,108
2/21/2025,median,Teleport,29317,32721,29.32,32.72,7,108,38,63
2/21/2025,median,KATV 1,75746,80918,75.75,80.92,3,2048,580,1121
2/21/2025,median,Caspian Telecom,71514,81411,71.51,81.41,4,508,167,289
2/21/2025,median,GSP,45792,44785,45.79,44.79,5,238,65,114
2/21/2025,median,AzFiberNet,55410,59663,55.41,59.66,4,166,58,91
2/21/2025,median,SparkTel,54627,55431,54.63,55.43,3,118,39,67
2/21/2025,median,Rahat Telecom,54046,58774,54.05,58.77,4,162,18,33
2/21/2025,median,BeeOnline,46893,42538,46.89,42.54,4,108,40,75
2/21/2025,median,iZONE,68510,46778,68.51,46.78,3,121,43,63
2/21/2025,median,Selnet,67780,62771,67.78,62.77,5,575,141,297
2/21/2025,median,Bulud Telecom,41744,38056,41.74,38.06,6,171,51,90
2/21/2025,median,Metronet,64981,73290,64.98,73.29,4,297,78,155
2/22/2025,median,All Providers Combined,77073,77042,77.07,77.04,5,18655,5287,9638
2/22/2025,median,Citynet,92671,93787,92.67,93.79,4,4215,1212,2182
2/22/2025,median,EngiNet,53036,53701,53.04,53.7,5,797,228,424
2/22/2025,median,Aztelekom,94051,88894,94.05,88.89,7,2552,713,1355
2/22/2025,median,Azeronline,98692,79241,98.69,79.24,9,1180,374,630
2/22/2025,median,Baktelekom,86554,86009,86.55,86.01,5,3317,1015,1805
2/22/2025,median,Delta Telecom,37121,36001,37.12,36,5,465,140,272
2/22/2025,median,Smart Online,38344,33987,38.34,33.99,4,145,21,58
2/22/2025,median,alfanet,47580,47419,47.58,47.42,4,297,58,119
2/22/2025,median,Teleport,29706,36735,29.71,36.74,16,205,40,77
2/22/2025,median,KATV 1,76492,82716,76.49,82.72,3,2332,692,1341
2/22/2025,median,Caspian Telecom,79876,86810,79.88,86.81,3,614,186,314
2/22/2025,median,GSP,44396,49063,44.4,49.06,5,238,74,118
2/22/2025,median,AzFiberNet,47467,48681,47.47,48.68,4,187,55,94
2/22/2025,median,iZONE,76462,40507,76.46,40.51,4,121,27,56
2/22/2025,median,Selnet,55312,56706,55.31,56.71,6,603,156,312
2/22/2025,median,ArazNET,11225,15313,11.23,15.31,4,106,30,61
2/22/2025,median,Bulud Telecom,42557,40395,42.56,40.4,5,166,43,82
2/22/2025,median,Metronet,56119,55545,56.12,55.55,4,302,91,172
2/20/2025,mean,All Providers Combined,132712,120432,132.71,120.43,9,17628,5074,9367
2/20/2025,mean,Citynet,167249,156411,167.25,156.41,7,3862,1154,2168
2/20/2025,mean,EngiNet,62084,66429,62.08,66.43,12,713,247,438
2/20/2025,mean,Aztelekom,156132,137346,156.13,137.35,12,2559,715,1427
2/20/2025,mean,Azeronline,172983,136644,172.98,136.64,12,1063,341,654
2/20/2025,mean,Baktelekom,190695,167444,190.7,167.44,8,2817,862,1582
2/20/2025,mean,Delta Telecom,63795,62928,63.8,62.93,11,775,261,433
2/20/2025,mean,Smart Online,38074,30726,38.07,30.73,7,198,28,66
2/20/2025,mean,alfanet,47298,49667,47.3,49.67,11,163,32,63
2/20/2025,mean,Teleport,47033,43538,47.03,43.54,10,145,35,64
2/20/2025,mean,KATV 1,66526,67264,66.53,67.26,4,1952,521,996
2/20/2025,mean,Caspian Telecom,65502,65871,65.5,65.87,6,487,147,252
2/20/2025,mean,GSP,38718,47102,38.72,47.1,8,252,80,128
2/20/2025,mean,AzFiberNet,91832,85240,91.83,85.24,6,190,57,103
2/20/2025,mean,SparkTel,159484,124109,159.48,124.11,5,119,40,75
2/20/2025,mean,BeeOnline,78497,56360,78.5,56.36,4,159,34,54
2/20/2025,mean,iZONE,71803,59451,71.8,59.45,8,177,51,87
2/20/2025,mean,FlexNET,90295,72953,90.3,72.95,29,119,33,59
2/20/2025,mean,Selnet,100639,95089,100.64,95.09,6,777,165,337
2/20/2025,mean,ArazNET,24534,24973,24.53,24.97,8,128,32,72
2/20/2025,mean,Bulud Telecom,85194,58610,85.19,58.61,10,160,54,85
2/20/2025,mean,Metronet,119227,116753,119.23,116.75,8,264,90,143
2/21/2025,mean,All Providers Combined,128015,119335,128.02,119.34,9,17775,5097,9372
2/21/2025,mean,Citynet,155785,145925,155.79,145.93,6,3997,1142,2128
2/21/2025,mean,EngiNet,61894,66688,61.89,66.69,13,719,232,418
2/21/2025,mean,Aztelekom,160611,146406,160.61,146.41,11,2543,711,1384
2/21/2025,mean,Azeronline,142280,125171,142.28,125.17,14,1153,331,590
2/21/2025,mean,Baktelekom,184253,168725,184.25,168.73,8,2959,954,1730
2/21/2025,mean,Delta Telecom,67964,68350,67.96,68.35,12,758,235,386
2/21/2025,mean,Smart Online,37873,31417,37.87,31.42,5,157,31,66
2/21/2025,mean,alfanet,42089,33662,42.09,33.66,50,271,58,108
2/21/2025,mean,Teleport,30163,32594,30.16,32.59,17,108,38,63
2/21/2025,mean,KATV 1,64954,66357,64.95,66.36,10,2048,580,1121
2/21/2025,mean,Caspian Telecom,63900,64762,63.9,64.76,7,508,167,289
2/21/2025,mean,GSP,48891,47158,48.89,47.16,19,238,65,114
2/21/2025,mean,AzFiberNet,132579,143580,132.58,143.58,6,166,58,91
2/21/2025,mean,SparkTel,126547,120122,126.55,120.12,5,118,39,67
2/21/2025,mean,Rahat Telecom,55531,57699,55.53,57.7,5,162,18,33
2/21/2025,mean,BeeOnline,62025,50667,62.03,50.67,5,108,40,75
2/21/2025,mean,iZONE,93425,76320,93.43,76.32,5,121,43,63
2/21/2025,mean,Selnet,116239,97692,116.24,97.69,6,575,141,297
2/21/2025,mean,Bulud Telecom,50379,46408,50.38,46.41,8,171,51,90
2/21/2025,mean,Metronet,131613,126757,131.61,126.76,7,297,78,155
2/22/2025,mean,All Providers Combined,129062,118894,129.06,118.89,9,18655,5287,9638
2/22/2025,mean,Citynet,156803,145833,156.8,145.83,7,4215,1212,2182
2/22/2025,mean,EngiNet,68411,71605,68.41,71.61,14,797,228,424
2/22/2025,mean,Aztelekom,175440,155719,175.44,155.72,9,2552,713,1355
2/22/2025,mean,Azeronline,153950,131296,153.95,131.3,15,1180,374,630
2/22/2025,mean,Baktelekom,174131,158628,174.13,158.63,9,3317,1015,1805
2/22/2025,mean,Delta Telecom,66728,62350,66.73,62.35,7,465,140,272
2/22/2025,mean,Smart Online,41595,35560,41.6,35.56,9,145,21,58
2/22/2025,mean,alfanet,49177,51420,49.18,51.42,19,297,58,119
2/22/2025,mean,Teleport,33442,36930,33.44,36.93,18,205,40,77
2/22/2025,mean,KATV 1,65619,66307,65.62,66.31,5,2332,692,1341
2/22/2025,mean,Caspian Telecom,64953,66591,64.95,66.59,11,614,186,314
2/22/2025,mean,GSP,43820,49350,43.82,49.35,11,238,74,118
2/22/2025,mean,AzFiberNet,74947,91742,74.95,91.74,4,187,55,94
2/22/2025,mean,iZONE,148006,90594,148.01,90.59,16,121,27,56
2/22/2025,mean,Selnet,97393,95922,97.39,95.92,10,603,156,312
2/22/2025,mean,ArazNET,21749,23243,21.75,23.24,8,106,30,61
2/22/2025,mean,Bulud Telecom,66716,54051,66.72,54.05,11,166,43,82
2/22/2025,mean,Metronet,110641,101024,110.64,101.02,8,302,91,172
2/23/2025,median,All Providers Combined,73168,70363,73.17,70.36,5,14450,4291,7984
